fullname,category,article_number,images,Footing,Armrests,Gas_lift,Mechanism,Features,Rollers,Specifications,Extras,Metadata,Link_arm
Кресло Престиж Самба О С11 (черный),,prestig_samba_o,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/f1b/okzujlescjnn6e0vof1nfsodv9qz47xk.webp; https://utfc.ru/upload/resize_cache/iblock/fa9/140_140_0/3v6fjxsqkxn2uyneyd2mswvxioba4d4v.png; https://utfc.ru/upload/resize_cache/iblock/7e3/140_140_0/fo81ez83p56yxbxeymlm7n5nrzli1bpy.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/fa9/3v6fjxsqkxn2uyneyd2mswvxioba4d4v.webp; https://utfc.ru/upload/resize_cache/iblock/dd7/140_140_0/rdzuqcrvk9rxd1m1wq648flhwhbcuqvk.png; https://utfc.ru/upload/resize_cache/iblock/f1b/140_140_0/okzujlescjnn6e0vof1nfsodv9qz47xk.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/541/yr280tj95plmxvsch2rneje40envam0f.webp; https://utfc.ru/upload/resize_cache/iblock/541/140_140_0/yr280tj95plmxvsch2rneje40envam0f.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/7e3/fo81ez83p56yxbxeymlm7n5nrzli1bpy.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/dd7/rdzuqcrvk9rxd1m1wq648flhwhbcuqvk.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""560 мм"", ""Высота:"": ""930-1070 мм"", ""Глубина:"": ""550 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""574 мм"", ""Высота упаковки:"": ""574 мм"", ""Глубина упаковки:"": ""252 мм"", ""Вес брутто:"": ""12 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,09 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""574 мм"", ""Высота упаковки:"": ""574 мм"", ""Глубина упаковки:"": ""252 мм"", ""Вес брутто:"": ""12 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,09 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/staff_chairs/prestig_samba_o/
Кресло С-109 Манго Люкс Нептун хром D26-28 (черный),,mango_lux_neptun_ch,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/9af/9af86ed4cbf2d496bcd72daab7be6630.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/32e/32ed4be6c3059b596e7986f7ca007b43.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/dd4/dd464c3c1505ea16744e1a2b0c7c8c1b.webp; https://utfc.ru/upload/resize_cache/iblock/9af/140_140_0/9af86ed4cbf2d496bcd72daab7be6630.png; https://utfc.ru/upload/resize_cache/iblock/32e/140_140_0/32ed4be6c3059b596e7986f7ca007b43.png; https://utfc.ru/upload/resize_cache/iblock/7b5/140_140_0/7b5511069f8acbabb163025a8fcef928.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/7b5/7b5511069f8acbabb163025a8fcef928.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/9fb/9fb381f5e8cea493d56c3f488746974f.webp; https://utfc.ru/upload/resize_cache/iblock/dd4/140_140_0/dd464c3c1505ea16744e1a2b0c7c8c1b.png; https://utfc.ru/upload/resize_cache/iblock/9fb/140_140_0/9fb381f5e8cea493d56c3f488746974f.png,,,,,,,"{""Размер:"": {""Ширина:"": ""625 мм"", ""Высота:"": ""1010-1150 мм"", ""Глубина:"": ""500 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""624 мм"", ""Высота упаковки:"": ""665 мм"", ""Глубина упаковки:"": ""322 мм"", ""Вес брутто:"": ""12,5 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,13 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""624 мм"", ""Высота упаковки:"": ""665 мм"", ""Глубина упаковки:"": ""322 мм"", ""Вес брутто:"": ""12,5 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,13 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/staff_chairs/mango_lux_neptun_ch/
Кресло Эрго б/п Z11 (черный),,ergo_bp,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/130/c5s0sv1lbruqodr39wn6xiqcf18bxc32.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/e67/j95y0w6nthh4e736fev1oyhmnz9zyxvm.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/ed6/uhrk4gm7y24z0r4ti3970fnj2xi0bxy5.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/ce8/uhc5dq9xp8gvp06qjijjv8vaqhooohmq.webp; https://utfc.ru/upload/resize_cache/iblock/130/140_140_0/c5s0sv1lbruqodr39wn6xiqcf18bxc32.png; https://utfc.ru/upload/resize_cache/iblock/e67/140_140_0/j95y0w6nthh4e736fev1oyhmnz9zyxvm.png; https://utfc.ru/upload/resize_cache/iblock/ce8/140_140_0/uhc5dq9xp8gvp06qjijjv8vaqhooohmq.png; https://utfc.ru/upload/resize_cache/iblock/f97/140_140_0/mot357v4ir3rsb55ra1j3zwiug1chrde.png; https://utfc.ru/upload/resize_cache/iblock/ed6/140_140_0/uhrk4gm7y24z0r4ti3970fnj2xi0bxy5.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/f97/mot357v4ir3rsb55ra1j3zwiug1chrde.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""400 мм"", ""Высота:"": ""810-950 мм"", ""Глубина:"": ""450 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""540 мм"", ""Высота упаковки:"": ""560 мм"", ""Глубина упаковки:"": ""235 мм"", ""Вес брутто:"": ""7 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,07 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""540 мм"", ""Высота упаковки:"": ""560 мм"", ""Глубина упаковки:"": ""235 мм"", ""Вес брутто:"": ""7 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,07 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/staff_chairs/ergo_bp/
Кресло С-21 Шелл GTS белый/белый Ср,,shell_gts_wh,https://utfc.ru/upload/resize_cache/iblock/e22/140_140_0/k0iuho3efijq2hkacd3c94rqa2xeo2tf.png; https://utfc.ru/upload/resize_cache/iblock/507/140_140_0/r4fhkfbfbpw2zsb1lqrujuiilygiu8dk.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/752/9qe4qrx4g2mh2k4znvgecwahu46pc6t7.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/e22/k0iuho3efijq2hkacd3c94rqa2xeo2tf.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/507/r4fhkfbfbpw2zsb1lqrujuiilygiu8dk.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/7f3/pf83viw9hi3ak4iafgaj9dss9ma98zn0.webp; https://utfc.ru/upload/resize_cache/iblock/752/140_140_0/9qe4qrx4g2mh2k4znvgecwahu46pc6t7.png; https://utfc.ru/upload/resize_cache/iblock/7f3/140_140_0/pf83viw9hi3ak4iafgaj9dss9ma98zn0.png; https://utfc.ru/upload/resize_cache/iblock/0bd/140_140_0/trjy7df0ujbjvswa0fjwr8bkg0o001u7.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/0bd/trjy7df0ujbjvswa0fjwr8bkg0o001u7.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""460 мм"", ""Высота:"": ""780-920 мм"", ""Глубина:"": ""495 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Монолитный"", ""Ширина упаковки:"": ""624 мм"", ""Высота упаковки:"": ""665 мм"", ""Глубина упаковки:"": ""322 мм"", ""Вес брутто:"": ""7,2 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,13 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""624 мм"", ""Высота упаковки:"": ""665 мм"", ""Глубина упаковки:"": ""322 мм"", ""Вес брутто:"": ""7,2 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,13 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/staff_chairs/shell_gts_wh/
Кресло Кремона хром Velutto 03 (бежевый),,kremona_ch,https://utfc.ru/upload/resize_cache/iblock/3d2/140_140_0/bfvif331om3iuib10jb6uh1cwsveqcqu.png; https://utfc.ru/upload/resize_cache/iblock/d03/140_140_0/r7yk2qa2vfjxqy18h3sije8nminsqkcw.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/2a2/2q0zdsuj3hb4czbmzdvd9es1gxt4mke7.webp; https://utfc.ru/upload/resize_cache/iblock/688/140_140_0/6uq89761f2ygiw0ioseef9agqt6wl0bh.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/545/6ky4urhcx7kpz0726syfx1srpafzzs70.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/d03/r7yk2qa2vfjxqy18h3sije8nminsqkcw.webp; https://utfc.ru/upload/resize_cache/iblock/2a2/140_140_0/2q0zdsuj3hb4czbmzdvd9es1gxt4mke7.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/3d2/bfvif331om3iuib10jb6uh1cwsveqcqu.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/688/6uq89761f2ygiw0ioseef9agqt6wl0bh.webp; https://utfc.ru/upload/resize_cache/iblock/545/140_140_0/6ky4urhcx7kpz0726syfx1srpafzzs70.png,,,,,,,"{""Размер:"": {""Ширина:"": ""540 мм"", ""Высота:"": ""775-915 мм"", ""Глубина:"": ""600 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Монолитный"", ""Ширина упаковки:"": ""570 мм"", ""Высота упаковки:"": ""610 мм"", ""Глубина упаковки:"": ""510 мм"", ""Вес брутто:"": ""10,5 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,18 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""570 мм"", ""Высота упаковки:"": ""610 мм"", ""Глубина упаковки:"": ""510 мм"", ""Вес брутто:"": ""10,5 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,18 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/staff_chairs/kremona_ch/
Кресло Кремона пластик Velutto 03 (бежевый),,kremona_bl,https://utfc.ru/upload/resize_cache/iblock/6b8/140_140_0/ggololp0xqf3imdv31kyv9kfpqlikraz.png; https://utfc.ru/upload/resize_cache/iblock/a13/140_140_0/lfktg0hdvizohu3xpl3cdzbqk17214o2.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/e60/vdnafuo80i7lc01mj1tzvqrxaul53cby.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/a13/lfktg0hdvizohu3xpl3cdzbqk17214o2.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/a4a/boo1mhvmjcya332aar7f8h4s162ix74t.webp; https://utfc.ru/upload/resize_cache/iblock/e60/140_140_0/vdnafuo80i7lc01mj1tzvqrxaul53cby.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/6b8/ggololp0xqf3imdv31kyv9kfpqlikraz.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/ed8/n9apu9bn1qxuiqij6twenwh3vzldq634.webp; https://utfc.ru/upload/resize_cache/iblock/ed8/140_140_0/n9apu9bn1qxuiqij6twenwh3vzldq634.png; https://utfc.ru/upload/resize_cache/iblock/a4a/140_140_0/boo1mhvmjcya332aar7f8h4s162ix74t.png,,,,,,,"{""Размер:"": {""Ширина:"": ""540 мм"", ""Высота:"": ""775-915 мм"", ""Глубина:"": ""600 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Монолитный"", ""Ширина упаковки:"": ""570 мм"", ""Высота упаковки:"": ""610 мм"", ""Глубина упаковки:"": ""510 мм"", ""Вес брутто:"": ""10,1 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,18 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""570 мм"", ""Высота упаковки:"": ""610 мм"", ""Глубина упаковки:"": ""510 мм"", ""Вес брутто:"": ""10,1 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,18 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/staff_chairs/kremona_bl/
Кресло Честер GTР хром S-0401 (черный),,chester_gtp_ch,https://utfc.ru/upload/resize_cache/iblock/69c/140_140_0/7r501e4s3r0x5j4npw4cvacwfx55mm6g.png; https://utfc.ru/upload/resize_cache/iblock/613/140_140_0/rzm42x79ggregm18t8n6cowdf6e8h1xz.png; https://utfc.ru/upload/resize_cache/iblock/0de/140_140_0/fqs4hb7kwjiwtjniw2l4nkq4y3m5l81v.png; https://utfc.ru/upload/resize_cache/iblock/71c/140_140_0/sasf8jukzq7y2ozi8z3xni5zbokymkvp.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/613/rzm42x79ggregm18t8n6cowdf6e8h1xz.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/69c/7r501e4s3r0x5j4npw4cvacwfx55mm6g.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/71c/sasf8jukzq7y2ozi8z3xni5zbokymkvp.webp; https://utfc.ru/upload/resize_cache/iblock/84a/140_140_0/xggrhsvuyganj50kbj4fyisfxgndo7gw.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/84a/xggrhsvuyganj50kbj4fyisfxgndo7gw.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/0de/fqs4hb7kwjiwtjniw2l4nkq4y3m5l81v.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""540 мм"", ""Высота:"": ""890-1010 мм"", ""Глубина:"": ""560 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Монолитный"", ""Ширина упаковки:"": ""760 мм"", ""Высота упаковки:"": ""650 мм"", ""Глубина упаковки:"": ""440 мм"", ""Вес брутто:"": ""10,42 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,22 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""760 мм"", ""Высота упаковки:"": ""650 мм"", ""Глубина упаковки:"": ""440 мм"", ""Вес брутто:"": ""10,42 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,22 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/staff_chairs/chester_gtp_ch/
Кресло Престиж Нептун О хром С02 (красный),,prestige_neptun_o_ch,https://utfc.ru/upload/resize_cache/iblock/6b1/140_140_0/g8zoz04k5b764115lk7313g8x4il03uw.png; https://utfc.ru/upload/resize_cache/iblock/a25/140_140_0/l8xpv8wz2yop62xkzqb58behb0101x6y.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/a79/9nhhf8os74rdmxxckw8j9lbl9ezcop0m.webp; https://utfc.ru/upload/resize_cache/iblock/970/140_140_0/pxjefhgnbgs28tk7aa8c4gp8udwrbf2e.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/da5/1mwpzc1weeiszsexyshq1gs7nxwfalzi.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/a25/l8xpv8wz2yop62xkzqb58behb0101x6y.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/6b1/g8zoz04k5b764115lk7313g8x4il03uw.webp; https://utfc.ru/upload/resize_cache/iblock/da5/140_140_0/1mwpzc1weeiszsexyshq1gs7nxwfalzi.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/970/pxjefhgnbgs28tk7aa8c4gp8udwrbf2e.webp; https://utfc.ru/upload/resize_cache/iblock/a79/140_140_0/9nhhf8os74rdmxxckw8j9lbl9ezcop0m.png,,,,,,,"{""Размер:"": {""Ширина:"": ""630 мм"", ""Высота:"": ""940-1080 мм"", ""Глубина:"": ""550 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""574 мм"", ""Высота упаковки:"": ""574 мм"", ""Глубина упаковки:"": ""252 мм"", ""Вес брутто:"": ""10 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,09 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""574 мм"", ""Высота упаковки:"": ""574 мм"", ""Глубина упаковки:"": ""252 мм"", ""Вес брутто:"": ""10 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,09 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/staff_chairs/prestige_neptun_o_ch/
Кресло Астек Самба EG Moderno 02 (серый),,astek_samba_eg,https://utfc.ru/upload/resize_cache/iblock/f88/140_140_0/fg3x4x1uutk1bskrgglso3qjl3o080qs.png; https://utfc.ru/upload/resize_cache/iblock/e14/140_140_0/21zoyweubkvedbti8gq2q5105c3caqpq.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/9ce/grqytftvk0ltm0tvcd53robszvtruwgk.webp; https://utfc.ru/upload/resize_cache/iblock/30f/140_140_0/1qqeg7ab4gcoi9txm421lvkboqgrfc4m.png; https://utfc.ru/upload/resize_cache/iblock/8f6/140_140_0/87orsebp1yok7skdmm60hx8eb8d4jvvr.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/30f/1qqeg7ab4gcoi9txm421lvkboqgrfc4m.webp; https://utfc.ru/upload/resize_cache/iblock/9ce/140_140_0/grqytftvk0ltm0tvcd53robszvtruwgk.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/e14/21zoyweubkvedbti8gq2q5105c3caqpq.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/f88/fg3x4x1uutk1bskrgglso3qjl3o080qs.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/8f6/87orsebp1yok7skdmm60hx8eb8d4jvvr.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""560 мм"", ""Высота:"": ""950-1250 мм"", ""Глубина:"": ""550 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""574 мм"", ""Высота упаковки:"": ""574 мм"", ""Глубина упаковки:"": ""252 мм"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,09 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""574 мм"", ""Высота упаковки:"": ""574 мм"", ""Глубина упаковки:"": ""252 мм"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,09 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/staff_chairs/astek_samba_eg/
Кресло Метро Рондо ПВМ Е105-к (оранжевый),,metro_rondo_pvm,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/d4f/1qd196mz3fk8psgzpz1r0ccy5h4q38hi.webp; https://utfc.ru/upload/resize_cache/iblock/f39/140_140_0/lb1s3wbjmuimmxhp462pe6ug97i20zao.png; https://utfc.ru/upload/resize_cache/iblock/46b/140_140_0/xawqsbwtkies0nu9z7phlpuoai0gatia.png; https://utfc.ru/upload/resize_cache/iblock/d4f/140_140_0/1qd196mz3fk8psgzpz1r0ccy5h4q38hi.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/f39/lb1s3wbjmuimmxhp462pe6ug97i20zao.webp; https://utfc.ru/upload/resize_cache/iblock/9b5/140_140_0/ows7gawb3ipzclfmpfmc01o1ydp6hlt5.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/46b/xawqsbwtkies0nu9z7phlpuoai0gatia.webp; https://utfc.ru/upload/resize_cache/iblock/f40/140_140_0/i2d3412fdyuqcqp46dck7j2qfwto8rr8.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/f40/i2d3412fdyuqcqp46dck7j2qfwto8rr8.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/9b5/ows7gawb3ipzclfmpfmc01o1ydp6hlt5.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""600 мм"", ""Высота:"": ""910-1050 мм"", ""Глубина:"": ""570 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""574 мм"", ""Высота упаковки:"": ""574 мм"", ""Глубина упаковки:"": ""252 мм"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,13 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""574 мм"", ""Высота упаковки:"": ""574 мм"", ""Глубина упаковки:"": ""252 мм"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,13 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/staff_chairs/metro_rondo_pvm/
Кресло Самба Люкс GTP TG СН soft S-0422 (темно-серый) со столиком,,samba_lux_gtp_tg_ch_soft_stolik,https://utfc.ru/upload/resize_cache/iblock/b78/140_140_0/nlsqrmr33fpjrobmi0kbxln5ds5pbqv4.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/a35/uhixe2bx7pqnnh2k021kz46iz67ywt8x.webp; https://utfc.ru/upload/resize_cache/iblock/73c/140_140_0/0v0521l6mtv49zs22e1d1hkctatfjxcd.png; https://utfc.ru/upload/resize_cache/iblock/24a/140_140_0/2gagm7id3jw04l8amne8pwkx3t9d60ef.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/b78/nlsqrmr33fpjrobmi0kbxln5ds5pbqv4.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/24a/2gagm7id3jw04l8amne8pwkx3t9d60ef.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/73c/0v0521l6mtv49zs22e1d1hkctatfjxcd.webp; https://utfc.ru/upload/resize_cache/iblock/a35/140_140_0/uhixe2bx7pqnnh2k021kz46iz67ywt8x.png; https://utfc.ru/upload/resize_cache/iblock/8f1/140_140_0/4jet6a55dnqf08rmv0fids61gbo3ozea.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/8f1/4jet6a55dnqf08rmv0fids61gbo3ozea.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""565 мм"", ""Высота:"": ""915-1035 мм"", ""Глубина:"": ""710 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Монолитный"", ""Ширина упаковки:"": ""750 мм"", ""Высота упаковки:"": ""430 мм"", ""Глубина упаковки:"": ""640 мм"", ""Вес брутто:"": ""12,42 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,22 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""750 мм"", ""Высота упаковки:"": ""430 мм"", ""Глубина упаковки:"": ""640 мм"", ""Вес брутто:"": ""12,42 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,22 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/staff_chairs/samba_lux_gtp_tg_ch_soft_stolik/
Кресло Метро Рондо Е53-к (темно-синий),,metro_rondo,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/21c/m39hqpc5ihac44lbamet7nvhc79ljp7u.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/c6c/phv0c6a97pksd3704ummehjzc0tjk25e.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/80b/dmedvztpxdc4mron4p9sm8n646674l5l.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/9e9/j0ed0qrvqq7cpvnyw2b1gxrv03ivrj8r.webp; https://utfc.ru/upload/resize_cache/iblock/80b/140_140_0/dmedvztpxdc4mron4p9sm8n646674l5l.png; https://utfc.ru/upload/resize_cache/iblock/ad0/140_140_0/s00vrsnvpdvadvw0g01l75yqyhkac9mu.png; https://utfc.ru/upload/resize_cache/iblock/21c/140_140_0/m39hqpc5ihac44lbamet7nvhc79ljp7u.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/ad0/s00vrsnvpdvadvw0g01l75yqyhkac9mu.webp; https://utfc.ru/upload/resize_cache/iblock/c6c/140_140_0/phv0c6a97pksd3704ummehjzc0tjk25e.png; https://utfc.ru/upload/resize_cache/iblock/9e9/140_140_0/j0ed0qrvqq7cpvnyw2b1gxrv03ivrj8r.png,,,,,,,"{""Размер:"": {""Ширина:"": ""600 мм"", ""Высота:"": ""870-1050 мм"", ""Глубина:"": ""540 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""574 мм"", ""Высота упаковки:"": ""574 мм"", ""Глубина упаковки:"": ""252 мм"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,13 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""574 мм"", ""Высота упаковки:"": ""574 мм"", ""Глубина упаковки:"": ""252 мм"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,13 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/staff_chairs/metro_rondo/
